Type,Num,Genus,Species,Family,ComName,Location,Collector,Contributor,Date,Notes
W,303,Diospyros,Unknown,Ebenaceae,"Unknown","Kayu Arang","","Strts. Settlements",NaT,""
W,304,Dipterocarpus,Alatus (or turnunatus),Dipterocapaceae,"Gurjun","Burma, India","J.R. Cosgrove","",NaT,""
W,305,Dipterocarpus,Unknown,Dipterocapaceae,"Gurjun","India","","",NaT,""
W,306,Dipteryx,Odorata,Leguminosae - Papilionaceae,"Kumara","British Guiana","","",NaT,""
W,307,Doona,Trapezifolia,Dipterocapaceae,"Yakahalo","Ceylon, Sk, Canada","J.R. Cosgrove","",NaT,""
W,308,Doryphora,Sassafras,Monimoaceae,"Sassafras","Australia","J.R. Cosgrove","",NaT,""
W,309,Dryobalanops,Aromatica,Dipterocapaceae,"Unknown","Teng Mang","","Strts. Settlements",NaT,""
W,310,Dryobalanops,Unknown,Dipterocapaceae,"Kemanan Kapor","Malay States","J.R. Cosgrove","",NaT,""
W,311,Dyera,Costulata,Apocynaceae,"Juelutong","Atrts. Settlements","J.R. Cosgrove","",NaT,""
W,312,Dysoxylun,Fraseranum,Meliaceae,"Rose Mahogany","Australia","J.R. Cosgrove","",NaT,""
W,313,Dysoxylun,Spectabile,Meliaceae,"Unknown","New Zealand","","Forest Services",NaT,""
W,314,Durio,Malaccensis,Bombacaceae,"Durian Daun","Atrts. Settlements","J.R. Cosgrove","",NaT,""
W,315,Durio,Oxleyanus,Bombacaceae,"Durian Hutan","Atrts. Settlements","J.R. Cosgrove","",NaT,""
W,316,Elaeocarpus,Dentatus,Elaeocarpaceae,"Hinau","New Zealand","","Forest Services",NaT,""
W,317,Elaeodendron,Anustrale,Celastraceae,"Blue ash","Queensland","J.R. Cosgrove","",NaT,""
W,318,Emmenosperma,Alphitonioides,Rhamnaceae,"Pinkooline","Queensland","J.R. Cosgrove","",NaT,""
W,319,Endiandra,Cowleyana,Lauraceae,"Unknown","Queensland","J.R. Cosgrove","",NaT,""
W,320,Endiandra,Hypotephia,Lauraceae,"Unknown","Queensland","J.R. Cosgrove","",NaT,""
W,321,Endiandra,Palmerstonii,Lauraceae,"Queensland Walnut","Queensland","J.R. Cosgrove","",NaT,""
W,322,Endiandrea,Sankeyana,Lauraceae,"Goolamay","Queensland","J.R. Cosgrove","",NaT,""
W,323,Endiandra,Sieberi,Lauraceae,"Rose Walnut","Queensland","J.R. Cosgrove","",NaT,""
W,324,Entandrophragma,Unknown,Meliaceae,"Sapele Mahogany","West Africa","J.R. Cosgrove","",NaT,""
W,325,Eperua,Falcata,Leguminosae - Caesalpiniaceae,"Wallaba","British Guiana","","",NaT,""
W,326,Eperua,Jenmani,Leguminosae - Caesalpiniaceae,"Ituri variety","British Guiana","","Department of Lands and Mines",NaT,""
W,327,Eperua,Jenmani,Leguminosae - Caesalpiniaceae,"Ituri variety","British Guiana","","Department of Lands and Mines",NaT,""
W,328,Erythrina,Indica,Leguminosae - Caesalpiniaceae,"Coral Tree","Queensland","J.R. Cosgrove","",NaT,""
W,329,Erythrina,Vespertilio,Leguminosae - Caesalpiniaceae,"Grey Corkwood","Queensland","J.R. Cosgrove","",NaT,""
W,330,Erythrophloeum,Guineense,Leguminosae - Caesalpiniaceae,"Bangi","Sudan","J.R. Cosgrove","",NaT,""
W,331,Eucalyptus,Baileyana,Myrtaceae,"Rough Stringybark","Queensland","J.R. Cosgrove","",NaT,""
W,332,Eucalyptus,Botryoides,Myrtaceae,"Rose Gum","Queensland","J.R. Cosgrove","",NaT,""
W,333,Eucalyptus,Corymbosa,Myrtaceae,"Red Bloodwood","Queensland","J.R. Cosgrove","",NaT,""
W,334,Eucalyptus,Delegatensis,Myrtaceae,"Tasmanian Oak","Australia","J.R. Cosgrove","",NaT,""
W,335,Eucalyptus,Diversicolor,Myrtaceae,"Karri","Australia","J.R. Cosgrove","",NaT,""
W,336,Eucalyptus,Diversicolor,Myrtaceae,"Karri","Western Australia","","",NaT,""
W,337,Eucalyptus,Globulus,Myrtaceae,"Unknown","","S.J. Record","",NaT,""
W,338,Eucalyptus,Haemastoma,Myrtaceae,"White Gum","Queensland","J.R. Cosgrove","",NaT,""
W,339,Eucalyptus,Marginata,Myrtaceae,"Jarrah","Australia","J.R. Cosgrove","",NaT,""
W,340,Eucalyptus,Marginata,Myrtaceae,"Jarrah","Western Australia","","",NaT,""
W,341,Eucalyptus,Marginata,Myrtaceae,"Jarrah","","Prof. Chant","",01-Jan-1922,""
W,342,Eucalyptus,Microtheca,Myrtaceae,"Coolibah","Australia","J.R. Cosgrove","",NaT,""
W,343,Eucalyptus,Regnans,Myrtaceae,"Victorian Oak","Australia","J.R. Cosgrove","",NaT,""
W,344,Eucalyptus,Tessellaris,Myrtaceae,"Carbeen Bloodwood","Queensland","J.R. Cosgrove","",NaT,""
W,345,Eucalyptus,Unknown,Myrtaceae,"Red Ironwood","Natal","J.R. Cosgrove","",NaT,""
W,346,Eucalyptus,Cotinifolia,Myrtaceae,"Clou","Mauritius","J.R. Cosgrove","",NaT,""
W,347,Eucalyptus,Effusa,Myrtaceae,"Yasi","Fiji","J.R. Cosgrove","",NaT,""
W,348,Eucalyptus,Glomerata,Myrtaceae,"Pomme","Mauritius","J.R. Cosgrove","",NaT,""
W,349,Eucalyptus,Gramdis,Myrtaceae,"White Apple","Queensland","J.R. Cosgrove","",NaT,""
W,350,Eucalyptus,Lineata,Myrtaceae,"Kelat","Atrts. Settlements","J.R. Cosgrove","",NaT,""
W,351,Eucalyptus,Punctulata,Myrtaceae,"Unknown","Queensland","J.R. Cosgrove","",NaT,""
W,352,Eucalyptus,Ventanatii,Myrtaceae,"Water Gum","Queensland","J.R. Cosgrove","",NaT,""
W,353,Euroschinus,Falcatus,Anacardiaceae,"Blush Cudgerie","Queensland","J.R. Cosgrove","",NaT,""
W,354,Evodis,Accedens,Rutaceae,"Unknown","Queensland","J.R. Cosgrove","",NaT,""
W,355,Fagrawa,Speciosa,Loganiaceae,"Tembusa Tembago","Atrts. Settlements","J.R. Cosgrove","",NaT,""
W,356,Fagus,Sylvatica,Fagaceae,"Unknown","","J.R. Cosgrove","",NaT,""
W,357,Fagus,Sylvatica,Fagaceae,"Unknown","","J.R. Cosgrove","",NaT,""
W,358,Fagus,Sylvatica,Fagaceae,"Unknown","L.96","","",NaT,""
W,359,Fagus,Sylvatica,Fagaceae,"Unknown","England","J.R. Cosgrove","",NaT,""
W,360,Fagus,Sylvatica,Fagaceae,"Unknown","England","J.R. Cosgrove","",NaT,""
W,361,Fagus,Sylvatica,Fagaceae,"Unknown","","J.R. Cosgrove","",NaT,""
W,362,Ficus,Elastica,Mraxeae,"Unknown","","","",NaT,""
W,363,Ficus,Macrophylla,Moraceae,"Brown Figwood","Queensland","J.R. Cosgrove","",NaT,""
W,364,Ficus,Watkinsiana,Moraceae,"Figwood","Queensland","J.R. Cosgrove","",NaT,""
W,365,Flindersia,Ifflaiana,Unknown,"Hickory Ash","Queensland","J.R. Cosgrove","",NaT,""
W,366,Fraxinus,Excelaior,Oleaxeae,"Unknown","","J.R. Cosgrove","",NaT,""
W,367,Fraxinus,Excelaior,Oleaxeae,"Unknown","Europe","J.R. Cosgrove","",NaT,""
W,368,Fraxinus,Excelaior,Oleaxeae,"Unknown","England","J.R. Cosgrove","",NaT,""
W,369,Fraxinus,Excelaior,Oleaxeae,"Unknown","England","J.R. Cosgrove","",NaT,""
W,370,Fraxinus,Excelaior,Oleaxeae,"Unknown","England","J.R. Cosgrove","",NaT,""
W,371,Fraxinus,Excelaior,Oleaxeae,"Unknown","","J.R. Cosgrove","",NaT,""
W,372,Fraxinus,Excelaior,Oleaxeae,"Unknown","","J.R. Cosgrove","",NaT,""
W,373,Fraxinus,Unknown,Oleaxeae,"Unknown","Siberia","H.R. Christie","",NaT,""
W,374,Fropiera,Mauritiana,Flacourtiaceae,"Bigaignon Rouge","Mauritius","J.R. Cosgrove","",NaT,""
W,375,Galbulimima,Baccata,Unknown,"Unknown","Queensland","J.R. Cosgrove","",NaT,""
W,376,Geijera,Muelleri,Rutaceae,"Green Satinheart","Queensland","J.R. Cosgrove","",NaT,""
W,377,Ginkgo,Biloba,Ginkgoaceae,"Unknown","Toronto, Ontario","","",01-Jan-1919,""
W,378,Gmelina,Macrophylla,Verbenaceae,"Grey Teak","Queensland","J.R. Cosgrove","",NaT,""
W,379,Gonioma,Kamassi,Aposynaceae,"Knysna Boxwood","South Africa","J.R. Cosgrove","",NaT,""
W,380,Gonioma,Kamassi,Aposynaceae,"Knysna Boxwood","","J.R. Cosgrove","",NaT,""
W,381,Grangeria,Borbonica,Rosaceae,"Anguille","Mauritius","J.R. Cosgrove","",NaT,""
W,382,Griselinia,Littoralis,Cornaceae,"Broadleaf","New Zealand","","Forest Services",NaT,""
W,383,Guaiacum,Officianale,Zygophyllaceae,"ST. Doingo Lignum-Vitae","West Indies","J.R. Cosgrove","",NaT,""
W,384,Guaiacum,Sanctum,Zygophyllaceae,"ST. Doingo Lignum-Vitae","West Indies","J.R. Cosgrove","",NaT,""
W,385,Guaiacum,Sanctum,Zygophyllaceae,"Unknown","","","",NaT,""
W,386,Guaiacum,Unknown,Zygophyllaceae,"Lignum-Vitae","","","",NaT,""
W,387,Guettarda,Speciosa,Rubiaceae,"Bua Bua","Fiji","J.R. Cosgrove","",NaT,""
W,388,Guettarda,Unknown,Rubiaceae,"Glassywood","Honduras","J.R. Cosgrove","",NaT,""
W,389,Haematoxylon,Campechianum,Leguminosae - Caesalpiniaceae,"Logwood","Tobago","","Botanical Station",NaT,""
W,390,Haematoxylon,Campechianum,Leguminosae - Caesalpiniaceae,"Logwood","Jamaica","","",NaT,""
W,391,Heritiera,Littoralis,Sterculiaceae,"Chomuntri","Ceylon, Sk, Canada","J.R. Cosgrove","",NaT,""
W,392,Hibiscus,Tiliaceus,Malvaceae,"Um-Lowa","Natal","J.R. Cosgrove","",NaT,""
W,393,Humiria,Balsamifera,Humiriaxeae,"Towaronero","British Guiana","","",NaT,""
W,394,Hyeronima,Alchorneoides,Unknown,"Suradanni","British Guiana","","",NaT,""
W,395,Hymenoea,Courbaril,Leguminosae,"Locust","British Guiana","","",NaT,""
W,396,Hymenoea,Courbaril,Leguminosae,"Locust","British Guiana","","Department of Lands and Mines",NaT,""
W,397,Hymenoea,Courbaril,Leguminosae,"Locust","British Guiana","","Department of Lands and Mines",NaT,""
W,398,Ilex,Opaca,Aquifoliaceae,"Unknown","","S.J. Record","",NaT,""
W,399,Ilex,Unknown,Unknown,"Unknown","","J.R. Cosgrove","",NaT,""
W,400,Ilex,Unknown,Aquifoliaceae,"English Holly","","J.R. Cosgrove","",NaT,""
W,401,Ilex,Unknown,Aquifoliaceae,"English Holly","England","J.R. Cosgrove","",NaT,""
W,402,Imbricaria,Maxima,Unknown,"Natte","Mauritius","J.R. Cosgrove","",NaT,""
W,403,Imbricaria,Petiolaris,Unknown,"Makak","Mauritius","J.R. Cosgrove","",NaT,""
W,404,Jacaranda,Copaia,Bignoniaceae,"Foyui","British Guiana","","Department of Lands and Mines",NaT,""
W,405,Jacaranda,Copaia,Bignoniaceae,"Foyui","British Guiana","","Department of Lands and Mines",NaT,""
W,406,Jacaranda,Copaia,Bignoniaceae,"Phootie","British Guiana","","",NaT,""
W,407,Juglans,Californica,Juglandaceae,"Unknown","Cyprus","S.J. Record","",NaT,""
W,408,Juglans,Riegia,Juglandaceae,"Unknown","","J.R. Cosgrove","",NaT,""
W,409,Juglans,Regia,Juglandaceae,"Unknown","Europe","J.R. Cosgrove","",NaT,""
W,410,Juglans,Regia,Juglandaceae,"Unknown","England","J.R. Cosgrove","",NaT,""
W,411,Juglans,Regia,Juglandaceae,"Unknown","","J.R. Cosgrove","",NaT,""
W,412,Juglans,Unknown,Juglandaceae,"Unknown","","J.R. Cosgrove","",NaT,""
W,413,Juniperus,Barbadensis,Cupressaceae,"Unknown","","","",NaT,""
W,414,Juniperus,Bermudian,Cupressaceae,"Pencil Cedar","","J.R. Cosgrove","",NaT,""
W,415,Juniperus,Procera,Cupressaceae,"East African Pencil Cedar","East Africa","J.R. Cosgrove","",NaT,""
W,416,Juniperus,Oxycedrus,Cupressaceae,"Juniper","Natal","J.R. Cosgrove","",NaT,""
W,417,Khaya,Ivorensis,Meliaceae,"Seccondee Mahongany","West Africa","J.R. Cosgrove","",NaT,""
W,418,Khaya,Unknown,Meliaceae,"Lagos Mahongany","West Africa","J.R. Cosgrove","",NaT,""
W,419,Knightia,Excelsa,Proteaceae,"Rewarewa","New Zealand","J.R. Cosgrove","",NaT,""
W,420,Knightia,Excelsa,Proteaceae,"Rewarewa","New Zealand","J.R. Cosgrove","",NaT,""
W,421,Larix,Europaea,Pinaceae,"Unknown","Europe","J.R. Cosgrove","",NaT,""
W,422,Larix,Europaea,Pinaceae,"Unknown","L.132","","",NaT,""
W,423,Larix,Europaea,Pinaceae,"Unknown","L.132","","",NaT,""
W,424,Larix,Europaea,Pinaceae,"Unknown","Europe","J.R. Cosgrove","",NaT,""
W,425,Laurelia,Novae-zealandiae,Monimiaceae,"Pukatea","New Zealand","","Forest Services",NaT,""
W,426,Laurus,Nobilis,Lauraceae,"Sweet Bay","Cyprus","J.R. Cosgrove","",NaT,""
W,427,Lecythis,Corrugata,Lecythidaceae,"Kakaralli","British Guiana","","",NaT,""
W,428,Libocedrus,Bidwillii,Cupressaceae,"Kakaralli","New Zealand","J.R. Cosgrove","",NaT,""
W,429,Libocedrus,Bidwillii,Cupressaceae,"Kakaralli","New Zealand","","Forest Services",NaT,""
W,430,Litsawa,Calicaris,Lauraceae,"Mangeao","New Zealand","","Forest Services",NaT,""
W,431,Lysicarpus,Ternifolius,Unknown,"Brown Hazelwood","Queensland","J.R. Cosgrove","",NaT,""
W,432,Lysiloma,Sabicu,Leguminosae-Mimosaceae,"Cuban Sabicu","West Indies","J.R. Cosgrove","",NaT,""
W,433,Lovoa,Unknown,Meliaceae,"African Walnut, Tigerwood","","J.R. Cosgrove","",NaT,""
W,434,Loxopterygium,Sagotil,Anacardiaceae,"Hububalli","British Guiana","","Department of Lands and Mines",NaT,""
W,435,Loxopterygium,Sagotii,Anacardiaceae,"Hububalli","British Guiana","","Department of Lands and Mines",NaT,""
W,436,Diospyros,Unknown,Ebenaceae,"Macassar Ebony","Borneo","J.R. Cosgrove","",NaT,""
W,437,Maba,Humulis,Ebenaceae,"Queenssland Ebony","Queensland","J.R. Cosgrove","",NaT,""
W,438,Maba,Reticulata,Ebenaceae,"Unknown","Queensland","J.R. Cosgrove","",NaT,""
W,439,Macaranga,Tanarius,Eupnorbiaceae,"Tumkullum","Queensland","J.R. Cosgrove","",NaT,""
W,440,Magnolia,Glauca,Magnoliaceae,"Unknown","","S.J. Record","",NaT,""
W,441,Mangifera,Indica,Anacardiaceae,"Mango","Atrts. Settlements","J.R. Cosgrove","",NaT,""
W,442,Marlea,Vitiensis,Alangiaceae,"Blackheart","Queensland","J.R. Cosgrove","",NaT,""
W,443,Melaleuca,Leucadendron,Myrtaceae,"Brown Teawood","Queensland","J.R. Cosgrove","",NaT,""
W,444,Melanorrhoea,Maingayi,Anacardiaceae,"Rengas","Atrts. Settlements","J.R. Cosgrove","",NaT,""
W,445,Melia,Azedarach,Meliaceae,"Syringa","Natal","J.R. Cosgrove","",NaT,""
W,446,Melia,Composita,Meliaceae,"Tulip Cedar","Queensland","J.R. Cosgrove","",NaT,""
W,447,Metrosideros,Lucida,Myrtaceae,"Southern Rata","New Zealand","","Forest Services",NaT,""
W,448,Metrosideros,Lucida,Myrtaceae,"Southern Rata","New Zealand","","Forest Services",NaT,""
W,449,Metrosideros,Robusta,Myrtaceae,"Northern Rata","New Zealand","J.R. Cosgrove","",NaT,""
W,450,Metrosideros,Tomentosa,Myrtaceae,"Pohutukawa","New Zealand","","Forest Services",NaT,""
W,451,Michelia,Champaca,Magnoliaceae,"Champak","Settlements","J.R. Cosgrove","",NaT,""
W,452,Michelia,Champaca,Magnoliaceae,"Sapu","Ceylon, Sk, Canada","J.R. Cosgrove","",NaT,""
W,453,Mimosa,Guianensis,Leguminosae-Mimosaceae,"Hoobooballi","British Guiana","","",NaT,""
W,454,Mimusops,Globosa,Sapotaceae,"Bullet Tree","British Guiana","","",NaT,""
W,455,Mimusops,Globosa,Sapotaceae,"Balata Wood","Tobago","","Botanical Station",NaT,""
W,456,Mimusops,Schweinfurthil,Sapotaceae,"Bei","Sudan","J.R. Cosgrove","",NaT,""
W,457,Mitragyne,Stipulosa,Rubiaceae,"Abura Wood","West Africa","J.R. Cosgrove","",NaT,""
W,458,Halesia,Tetroptera,Styracacaceae,"Silverbell Tree","U.S.F.S.","","",NaT,""
W,459,Myoporum,Acuminatum,Myoporaceae,"Mee-Mee","Queensland","J.R. Cosgrove","",NaT,""
W,460,Myristica,Insipida,Myoporaceae,"Native Nutmeg","Queensland","J.R. Cosgrove","",NaT,""
W,461,Myrtus,Exaltata,Myrtaceae,"Unknown","Queensland","J.R. Cosgrove","",NaT,""
W,462,Nauclea,Gordoniana,Rubiaceae,"Unknown","Queensland","J.R. Cosgrove","",NaT,""
W,463,Nectandra,Rodioei,Lauraceae,"Greenheart","British Guiana","J.R. Cosgrove","",NaT,""
W,464,Nectandra,Rodioei,Lauraceae,"Greenheart","British Guiana","","",NaT,""
W,465,Nectandra,Rodioei,Lauraceae,"Greenheart(Black variety)","British Guiana","","Department of Lands and Mines",NaT,""
W,466,Nectandra,Rodioei,Lauraceae,"Greenheart(Black variety)","British Guiana","","Department of Lands and Mines",NaT,""
W,467,Nectandra,Rodioei,Lauraceae,"Greenheart(Black variety)","British Guiana","","Department of Lands and Mines",NaT,""
W,468,Nectandra,Rodioei,Lauraceae,"Greenheart(Brown Variety)","British Guiana","","Department of Lands and Mines",NaT,""
W,469,Nectandra,Rodioei,Lauraceae,"Unknown","","","",NaT,""
W,470,Nectandra,Rodioei,Lauraceae,"Unknown","","","",NaT,""
W,471,Nectandra,Unknown,Lauraceae,"Brown Silverballi","British Guiana","","",NaT,""
W,472,Nectandra,Unknown,Lauraceae,"Yellow Silverballi","British Guiana","","",NaT,""
W,473,Nectandra,Unknown,Lauraceae,"Keritee","British Guiana","","",NaT,""
W,474,Nectandra,Unknown,Lauraceae,"Determa","British Guiana","","Department of Lands and Mines",NaT,""
W,475,Nectandra,Unknown,Lauraceae,"Determa","British Guiana","","Department of Lands and Mines",NaT,""
W,476,Nectandra,Unknown,Lauraceae,"Lauro Amarello","British Guiana","J.R. Cosgrove","",NaT,""
W,477,Noronhia,Broomesna,Lauraceae,"Sandal","Mauritius","J.R. Cosgrove","",NaT,""
W,478,Nothofagus,Cunninghamii,Fagaceae,"Tasmanian Oak","Myrtle, Australia","","",NaT,""
W,479,Nothofagus,Fusca,Fagaceae,"Red Beech","New Zealand","","Forest Services",NaT,""
W,480,Nothofagus,Menziesii,Fagaceae,"Silver Beech","New Zealand","","Forest Services",NaT,""
W,481,Nothofagus,Solandri,Fagaceae,"Black Beech","New Zealand","","Forest Services",NaT,""
W,482,Ochanostachys,Amentacea,Olacaceae,"Petaling","Atrts. Settlements","J.R. Cosgrove","",NaT,""
W,483,Ochroma,Unknown,Bombacaceae,"Balsa","","J.R. Cosgrove","",NaT,""
W,484,Ochroma,Unknown,Bombacaceae,"Balsa","","","",NaT,""
W,485,Ochroma,Unknown,Bombacaceae,"Balsa","","J.R. Cosgrove","",NaT,""
W,486,Ochroma,Unknown,Bombacaceae,"Balsa","","J.R. Cosgrove","",NaT,""
W,487,Ochroma,Unknown,Bombacaceae,"Balsa","","J.R. Cosgrove","",NaT,""
W,488,Ochroma,Bullata,Lauraceae,"Stinkwood","South Africa","J.R. Cosgrove","",NaT,""
W,489,Ochroma,Bullata,Lauraceae,"Black Stinkwood","Natal","J.R. Cosgrove","",NaT,""
W,490,Ochroma,Cupularis,Lauraceae,"Canelle Jaune","Mauritius","J.R. Cosgrove","",NaT,""
W,491,Olea,Cunninghamii,Oleaceae,"Black Maire","New Zealand","","Forest Services",NaT,""
W,492,Olea,Europaea,Oleaceae,"Olive","Cyprus","J.R. Cosgrove","",NaT,""
W,493,Olea,Hochstetteri,Oleaceae,"Musherage, Olive","East Africa","J.R. Cosgrove","",NaT,""
W,494,Olea,Laurifolia,Oleaceae,"Black Ironwood","Natal","J.R. Cosgrove","",NaT,""
W,495,Olea,Laurifolia,Oleaceae,"Black Ironwood","South Africa","J.R. Cosgrove","",NaT,""
W,496,Oxandra,Lanceolata,Annonaceae,"Domingo Lancewood","West Indies","J.R. Cosgrove","",NaT,""
W,497,Palaquim,Unknown,Sapotaceae,"Nyatoh","Atrts. Settlements","J.R. Cosgrove","",NaT,""
W,498,Parashorea,Stellata,Dipterocarpaceae,"Damar Laut","Atrts. Settlements","J.R. Cosgrove","",NaT,""
W,499,Parkia,Filicoidea,Leguminosae-Mimosaceae,"Ulu","Sudan","J.R. Cosgrove","",NaT,""
W,500,Payena,Lucida,Sapotaceae,"Niato Balam","Atrts. Settlements","J.R. Cosgrove","",NaT,""
W,501,Peltogyne,Unknown,Leguminosae - Caesalpiniaceae,"Purpleheart","British Guiana","J.R. Cosgrove","",NaT,""
W,502,Photenia,Eriobotrya,Rosaceae,"Loquat","Natal","J.R. Cosgrove","",NaT,""
W,503,Phyllocladus,Trichomanoides,Dodocarpaceae,"Tanekaha","New Zealand","","Forest Services",NaT,""
W,504,Picea,Excelsa,Pinaceae,"British Grown Norway Spruce","Europe","J.R. Cosgrove","",NaT,""
W,505,Picea,Excelsa,Unknown,"Unknown","L.97","","",NaT,""
W,506,Picea,Excelsa,Pinaceae,"Unknown","","J.R. Cosgrove","",NaT,""
W,507,Pinus,Camariniensis,Pinaceae,"Canary Pine","Natal","J.R. Cosgrove","",NaT,""
W,508,Pinus,Cembroides,Unknown,"Unknown","","S.J. Record","",NaT,""
W,509,Pinus,Halepensis,Pinaceae,"Aleppo Pine","Cyprus","J.R. Cosgrove","",NaT,""
W,510,Pinus,Laricio,Pinaceae,"Troodos Pine","Cyprus","J.R. Cosgrove","",NaT,""
W,511,Pinus,Nigra,Pinaceae,"Troodos Pine","Cyprus","J.R. Cosgrove","",NaT,""
W,512,Pinus,Pinaster,Pinaceae,"Cluster Pine","Natal","J.R. Cosgrove","",NaT,""
W,513,Pinus,Sylvestris,Pinaceae,"Unknown","Europe","J.R. Cosgrove","",NaT,""
W,514,Pinus,Sylvestris,Pinaceae,"Baltic or White Sea Red Deal","Europe","J.R. Cosgrove","",NaT,""
W,515,Pinus,Sylvestris,Pinaceae,"Baltic or White Sea Red Deal","Europe","J.R. Cosgrove","",NaT,""
W,516,Pinus,Sylvestris,Pinaceae,"Baltic Redwood","","J.R. Cosgrove","",NaT,""
W,517,Pinus,Sylvestris,Pinaceae,"Baltic Redwood","","J.R. Cosgrove","",NaT,""
W,518,Pinus,Sylvestris,Pinaceae,"Baltic Redwood","","J.R. Cosgrove","",NaT,""
W,519,Pinus,Sylvestris,Pinaceae,"Unknown","","J.R. Cosgrove","",NaT,""
W,520,Pinus,Torreyana,Pinaceae,"Unknown","","","",NaT,""
W,521,Platanus,Acerifolia,Platanaceae,"Unknown","L.185","","",NaT,""
W,522,Platanus,Unknown,Platanaceae,"London Plane","","J.R. Cosgrove","",NaT,""
W,523,Pleurostylia,Wightii,Celastraceae,"Panaka","Ceylon, Sk, Canada","J.R. Cosgrove","",NaT,""
W,524,Podocarpus,Dacrydioides,Dodocarpaceae,"Kahikatea","New Zealand","","Forest Services",NaT,""
W,525,Podocarpus,Dacrydioides,Dodocarpaceae,"Kahikatea, White Pine","New Zealand","","Forest Services",NaT,""
W,526,Podocarpus,Ferrugineus,Dodocarpaceae,"Miro","New Zealand","","Forest Services",NaT,""
W,527,Podocarpus,Spicatus,Dodocarpaceae,"Matai, Black Pine","New Zealand","","Forest Services",NaT,""
W,528,Podocarpus,Spicatus,Dodocarpaceae,"Matai, Black Pine","New Zealand","","Forest Services",NaT,""
W,529,Podocarpus,Totara,Dodocarpaceae,"Totara","New Zealand","","Forest Services",NaT,""
W,530,Podocarpus,Totara,Dodocarpaceae,"Totara","New Zealand","J.R. Cosgrove","",NaT,""
W,531,Populus,Serotina,Salicaceae,"Black Italian Poplar","England","J.R. Cosgrove","",NaT,""
W,532,Populus,Unknown,Salicaceae,"Black Poplar","","J.R. Cosgrove","",NaT,""
W,533,Populus,Unknown,Salicaceae,"Lombardy Poplar","Europe","J.R. Cosgrove","",NaT,""
W,534,Populus,Unknown,Salicaceae,"Picardy Poplar","Europe","J.R. Cosgrove","",NaT,""
W,535,Prosopis,Juliflora,Leguminosae-Mimosaceae,"Unknown","","S.J. Record","",NaT,""
W,536,Prosopis,Oblonga,Leguminosae-Mimosaceae,"Abusurug","Sudan","J.R. Cosgrove","",NaT,""
W,537,Protium,Altissimum,Burseraceae,"White Cedar","British Guiana","J.R. Cosgrove","",NaT,""
W,538,Prunus,Avium,Rosaceae,"English Cherry","England","J.R. Cosgrove","",NaT,""
W,539,Pterocarpus,Dalbergioides,Leguminosae - Papilionaceae,"Padauk","India","J.R. Cosgrove","",NaT,""
W,540,Pterocarpus,Guianensis,Leguminosae - Papilionaceae,"Arrisouroo","British Guiana","J.R. Cosgrove","",NaT,""
W,541,Pterocarpus,Lucens,Leguminosae - Papilionaceae,"Taraya","Sudan","J.R. Cosgrove","",NaT,""
W,542,Pterocarpus,Suberifo;ium,Sterculiaceae,"Vinanha","Ceylon, Sk, Canada","J.R. Cosgrove","",NaT,""
W,543,Pteroxylon,Utile,Unknown,"Sneezewood","Natal","J.R. Cosgrove","",NaT,""
W,544,Pyrus,Communis,Rosaceae,"Pear","Europe","J.R. Cosgrove","",NaT,""
W,545,Pyrus,Malus,Rosaceae,"Unknown","","J.R. Cosgrove","",NaT,""
W,546,Pyrus,Malus,Rosaceae,"Unknown","Europe","J.R. Cosgrove","",NaT,""
W,547,Quercus,Alnifolia,Fagaceae,"Alder Leaved Oak","Cyprus","J.R. Cosgrove","",NaT,""
W,548,Quercus,Lucida,Fagaceae,"Mempening","Atrts. Settlements","J.R. Cosgrove","",NaT,""
W,549,Querus,Marilandica,Fagaceae,"Unknown","","S.J. Record","",NaT,""
W,550,Quercus,Pedunculata,Fagaceae,"Unknown","Natal","J.R. Cosgrove","",NaT,""
W,551,Quercus,Robur,Fagaceae,"Unknown","England","J.R. Cosgrove","",NaT,""
W,552,Quercus,Robur,Fagaceae,"Unknown","England","J.R. Cosgrove","",NaT,""
W,553,Quercus,Robur,Fagaceae,"Unknown","England","J.R. Cosgrove","",NaT,""
W,554,Quercus,Robur,Fagaceae,"Bog Oak","England","J.R. Cosgrove","",NaT,""
W,555,Quercus,Robur,Fagaceae,"Unknown","England","J.R. Cosgrove","",NaT,""
W,556,Quercus,Robur,Fagaceae,"English Brown Oak","","J.R. Cosgrove","",NaT,""
W,557,Quercus,Robur,Fagaceae,"English Brown Oak","","J.R. Cosgrove","",NaT,""
W,558,Quercus,Robur,Fagaceae,"English Brown Oak","","J.R. Cosgrove","",NaT,""
W,559,Quercus,Robur,Fagaceae,"Unknown","Finland","C. Heimburder","",NaT,""
W,560,Quercus,Sessiliflora,Fagaceae,"Unknown","Poland","J.R. Cosgrove","",NaT,""
W,561,Quivisia,Sieberi,Meliaceae,"Lousteau","Mauritius","J.R. Cosgrove","",NaT,""
W,562,Quercus,Texana,Fagaceae,"Unknown","","S.J. Record","",NaT,""
W,563,Quercus,Unknown,Fagaceae,"British Oak","Europe","J.R. Cosgrove","",NaT,""
W,564,Quercus,Unknown,Fagaceae,"Oak","","J.R. Cosgrove","",NaT,""
W,565,Quercus,Unknown,Fagaceae,"Unknown","","I.W. Bailey","",NaT,""
W,566,Rhizophora,Conjugata,Rhizophoraceae,"Akit","","","",NaT,""
