Type,Num,Genus,Species,Family,ComName,Location,Collector,Contributor,Date,Notes
W,862,Cercis,Canadensis,Leguminosae-Caesalpiniaceae,"Unknown","University Grounds","J.H. White","",01-Jan-1933,""
W,863,Acer,Spicatum,Aceraceae,"Snelgrove","","","",NaT,""
W,864,Quercus,Borealis,Fagaceae,"Unknown","Batchawana Island","R.C.H.","",01-Jan-1935,""
W,865,Quercus,Borealis,Fagaceae,"Unknown","Batchawana Island","R.C.H.","",01-Jan-1935,""
W,866,Maclura,Unknown,Moraceae,"Unknown","","W.R.Haddow","",01-Jan-1936,""
W,867,Taxus,Brevifolia,Taraceae,"Unknown","","W.R.Haddow","",01-Jan-1936,""
W,868,Calycophyllum,Caudidissimum,Degaure,"Saucewood","","J.F. Abarfe","",01-Jan-1939,""
W,869,Sarbris,Americana,Unknown,"Unknown","L.465","","",NaT,""
W,870,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,871,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,872,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,873,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,874,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,875,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,876,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,877,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,878,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,879,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,880,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,881,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,882,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,883,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,884,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,885,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,886,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,887,Juniperus,Scopulorum,Cupressaceae,"Rocky Mountain Juniper","","","",NaT,""
W,888,Rhus,Typhina,Anacardiaceae,"Staghorn Sumac","","T.W. Dwight","",01-Jan-1958,""
W,889,Cornus,Nuttallii,Cornaceae,"Unknown","","","",NaT,""
W,890,Cornus,Nuttallii,Cornaceae,"Unknown","","","",NaT,""
W,891,Cornus,Nuttallii,Cornaceae,"Unknown","","","",NaT,""
W,892,Acer,Circinatum,Aceraceae,"Unknown","","","",NaT,""
W,893,Acer,Circinatum,Aceraceae,"Unknown","","","",NaT,""
W,894,Acer,Circinatum,Aceraceae,"Unknown","","","",NaT,""
W,895,Rhamnus,Purshiama,Rhamnaceae,"Unknown","","","",NaT,""
W,896,Rhamnus,Purshiama,Rhamnaceae,"Unknown","","","",NaT,""
W,897,Rhamnus,Purshiama,Rhamnaceae,"Unknown","","","",NaT,""
W,898,Rhamnus,Purshiama,Rhamnaceae,"Unknown","","","",NaT,""
W,899,Pseudotsuga,Unknown,Unknown,"Plywood","","","",NaT,""
W,900,Pseudotsuga,Unknown,Unknown,"Plywood","","","",NaT,""
W,901,Pinus,Flexilis,Pinaceae,"Unknown","","L.467","Siebe",NaT,""
W,902,Pinus,Flexilis,Pinaceae,"Unknown","","L.467","Siebe",NaT,""
W,903,Pinus,Flexilis,Pinaceae,"Unknown","","L.467","Siebe",NaT,""
W,904,Pinus,Flexilis,Pinaceae,"Unknown","","L.467","Siebe",NaT,""
W,905,Rhus,Typhina,Unknown,"Unknown","Don Valley","","",01-Jan-1950,""
W,906,Rhus,Typhina,Unknown,"Unknown","Don Valley","","",01-Jan-1950,""
